<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
"2024.01.01 00:00";2030.33;2030.46;2030.19;2030.36;53;0;25
"2024.01.01 00:01";2029.46;2029.7;2029.08;2029.39;140;0;30
"2024.01.01 00:02";2030.51;2030.69;2030.41;2030.51;140;0;10
"2024.01.01 00:03";2031.22;2031.48;2030.96;2031.15;60;0;15
"2024.01.01 00:04";2031.4;2031.84;2031.01;2031.34;41;0;25
"2024.01.01 00:05";2031.34;2031.76;2031.04;2031.26;40;0;30
"2024.01.01 00:06";2031.54;2031.57;2031.49;2031.54;81;0;30
"2024.01.01 00:07";2031.2;2031.44;2031.09;2031.31;41;0;30
"2024.01.01 00:08";2029.95;2030.64;2028.58;2029.86;127;0;30
"2024.01.01 00:09";2030.42;2030.78;2030.21;2030.6;77;0;20
"2024.01.01 00:10";2029.63;2031.41;2028.78;2030.06;77;0;10
"2024.01.01 00:11";2031.4;2031.74;2031.09;2031.43;64;0;30
"2024.01.01 00:12";2031.45;2031.79;2031.08;2031.34;126;0;10
"2024.01.01 00:13";2031.83;2032.1;2031.71;2031.89;82;0;30
"2024.01.01 00:14";2030.55;2030.93;2030.29;2030.64;91;0;30
"2024.01.01 00:15";2032.36;2032.65;2032.1;2032.35;26;0;25
"2024.01.01 00:16";2032.63;2032.9;2032.49;2032.68;142;0;10
"2024.01.01 00:17";2032.84;2032.97;2032.71;2032.86;101;0;10
"2024.01.01 00:18";2035.31;2035.44;2035.17;2035.25;24;0;15
"2024.01.01 00:19";2033.77;2034.2;2033.58;2033.82;120;0;15
"2024.01.01 00:20";2035.11;2035.31;2034.97;2035.08;102;0;25
"2024.01.01 00:21";2035.11;2035.36;2034.53;2035.03;90;0;10
"2024.01.01 00:22";2034.94;2035.27;2034.52;2034.86;145;0;25
"2024.01.01 00:23";2035.07;2035.23;2034.95;2035.06;44;0;30
"2024.01.01 00:24";2034.32;2034.47;2034.14;2034.24;136;0;10
"2024.01.01 00:25";2033.4;2033.67;2033.25;2033.54;94;0;30
"2024.01.01 00:26";2033.27;2033.52;2033.06;2033.31;117;0;10
"2024.01.01 00:27";2034.08;2034.22;2033.98;2034.11;38;0;15
"2024.01.01 00:28";2033.8;2034.27;2033.44;2033.97;94;0;10
"2024.01.01 00:29";2033.77;2034.03;2033.38;2033.66;39;0;20
"2024.01.01 00:30";2034.45;2034.58;2034.25;2034.41;72;0;30
"2024.01.01 00:31";2035.88;2036.23;2035.58;2035.84;66;0;20
"2024.01.01 00:32";2036.63;2037.7;2035.96;2037.03;35;0;15
"2024.01.01 00:33";2037.54;2038.13;2036.85;2037.24;118;0;20
"2024.01.01 00:34";2037.02;2037.53;2036.25;2036.69;59;0;10
"2024.01.01 00:35";2038.16;2038.87;2036.83;2038.17;96;0;10
"2024.01.01 00:36";2036.85;2037.02;2036.77;2036.92;28;0;15
"2024.01.01 00:37";2036.81;2037.02;2036.43;2036.78;68;0;30
"2024.01.01 00:38";2037.6;2037.69;2037.49;2037.57;59;0;15
"2024.01.01 00:39";2036.84;2037.69;2036.38;2037.04;85;0;25
"2024.01.01 00:40";2036.44;2036.78;2036.09;2036.42;89;0;30
"2024.01.01 00:41";2037.86;2038.43;2037.55;2038.16;132;0;20
"2024.01.01 00:42";2037.42;2037.92;2036.75;2037.17;131;0;10
"2024.01.01 00:43";2038.41;2038.98;2038.11;2038.58;124;0;10
"2024.01.01 00:44";2036.57;2036.83;2036.45;2036.58;100;0;30
"2024.01.01 00:45";2037.54;2038.46;2036.24;2037.54;24;0;10
"2024.01.01 00:46";2035.02;2035.45;2034.45;2034.98;50;0;30
"2024.01.01 00:47";2034.0;2034.2;2033.85;2034.06;104;0;30
"2024.01.01 00:48";2033.93;2034.12;2033.65;2033.83;108;0;30
"2024.01.01 00:49";2031.7;2031.84;2031.46;2031.62;21;0;20
"2024.01.01 00:50";2029.77;2030.06;2029.58;2029.83;146;0;20
"2024.01.01 00:51";2029.84;2030.16;2029.24;2029.77;82;0;25
"2024.01.01 00:52";2028.56;2028.94;2028.28;2028.7;56;0;20
"2024.01.01 00:53";2029.2;2029.78;2028.55;2029.38;91;0;30
"2024.01.01 00:54";2027.66;2028.71;2026.65;2027.79;127;0;10
"2024.01.01 00:55";2026.5;2026.69;2026.37;2026.58;51;0;10
"2024.01.01 00:56";2028.15;2028.57;2027.86;2028.33;137;0;10
"2024.01.01 00:57";2029.27;2030.02;2028.2;2028.95;112;0;25
"2024.01.01 00:58";2029.08;2029.3;2028.92;2029.14;118;0;15
"2024.01.01 00:59";2027.24;2028.32;2026.5;2027.46;116;0;30
"2024.01.01 01:00";2027.23;2027.32;2027.06;2027.24;82;0;15
"2024.01.01 01:01";2025.86;2026.01;2025.65;2025.84;73;0;20
"2024.01.01 01:02";2027.72;2028.31;2026.96;2027.72;131;0;15
"2024.01.01 01:03";2027.1;2027.37;2026.91;2027.09;101;0;15
"2024.01.01 01:04";2026.86;2026.98;2026.61;2026.85;28;0;20
"2024.01.01 01:05";2026.88;2026.98;2026.74;2026.89;113;0;30
"2024.01.01 01:06";2027.49;2027.96;2027.15;2027.62;129;0;25
"2024.01.01 01:07";2028.54;2029.52;2027.08;2028.1;115;0;25
"2024.01.01 01:08";2028.23;2028.3;2028.19;2028.23;129;0;15
"2024.01.01 01:09";2029.31;2029.61;2029.13;2029.33;92;0;30
"2024.01.01 01:10";2029.58;2030.79;2028.78;2029.89;57;0;20
"2024.01.01 01:11";2029.25;2029.34;2029.13;2029.27;134;0;25
"2024.01.01 01:12";2028.87;2029.1;2028.36;2028.62;137;0;30
"2024.01.01 01:13";2029.37;2029.62;2029.08;2029.3;103;0;20
"2024.01.01 01:14";2030.38;2030.52;2030.23;2030.41;128;0;30
"2024.01.01 01:15";2031.54;2031.7;2031.4;2031.51;83;0;30
"2024.01.01 01:16";2032.07;2032.84;2031.33;2032.07;37;0;30
"2024.01.01 01:17";2030.59;2030.79;2030.44;2030.63;35;0;15
"2024.01.01 01:18";2030.03;2031.47;2029.23;2030.33;113;0;20
"2024.01.01 01:19";2032.19;2032.21;2032.16;2032.18;100;0;25
"2024.01.01 01:20";2033.04;2033.17;2032.9;2032.99;133;0;30
"2024.01.01 01:21";2032.99;2033.32;2032.72;2032.99;20;0;15
"2024.01.01 01:22";2033.02;2033.93;2032.52;2033.35;148;0;20
"2024.01.01 01:23";2034.37;2034.6;2034.18;2034.44;63;0;30
"2024.01.01 01:24";2033.15;2033.22;2033.03;2033.11;130;0;30
"2024.01.01 01:25";2031.56;2031.63;2031.51;2031.58;124;0;15
"2024.01.01 01:26";2030.96;2031.21;2030.58;2030.99;141;0;20
"2024.01.01 01:27";2031.24;2031.45;2031.01;2031.24;104;0;25
"2024.01.01 01:28";2030.13;2030.39;2029.94;2030.25;69;0;25
"2024.01.01 01:29";2028.7;2029.16;2028.5;2028.86;64;0;20
"2024.01.01 01:30";2028.14;2028.37;2028.01;2028.23;115;0;15
"2024.01.01 01:31";2030.64;2030.77;2030.53;2030.68;145;0;20
"2024.01.01 01:32";2030.89;2031.13;2030.46;2030.74;78;0;15
"2024.01.01 01:33";2030.61;2031.16;2030.08;2030.46;119;0;25
"2024.01.01 01:34";2028.51;2028.74;2028.39;2028.62;103;0;15
"2024.01.01 01:35";2027.91;2028.32;2027.72;2028.03;131;0;20
"2024.01.01 01:36";2026.7;2027.05;2025.98;2026.66;95;0;20
"2024.01.01 01:37";2026.46;2026.62;2026.11;2026.28;94;0;25
"2024.01.01 01:38";2026.08;2026.29;2025.92;2026.09;46;0;15
"2024.01.01 01:39";2026.66;2027.13;2026.28;2026.75;24;0;20
"2024.01.01 01:40";2026.39;2026.79;2026.01;2026.38;38;0;30
"2024.01.01 01:41";2027.38;2028.28;2026.79;2027.69;140;0;30
"2024.01.01 01:42";2029.1;2029.42;2028.89;2029.11;96;0;20
"2024.01.01 01:43";2030.15;2030.2;2030.04;2030.11;91;0;10
"2024.01.01 01:44";2031.23;2031.8;2030.64;2031.34;24;0;30
